"","PKT","Bagging","RF"
"1",0.844155844155844,0.785714285714286,0.804878048780488
"2",0.801204819277108,0.814606741573034,0.823863636363636
"3",0.819277108433735,0.810650887573965,0.803468208092486
"4",0.82122905027933,0.816091954022989,0.819767441860465
"5",0.850299401197605,0.815642458100559,0.81767955801105
"6",0.81547619047619,0.834319526627219,0.834319526627219
"7",0.820359281437126,0.8,0.801136363636364
"8",0.787709497206704,0.806629834254144,0.804347826086957
"9",0.781818181818182,0.831325301204819,0.834355828220859
"10",0.825842696629214,0.823204419889503,0.824175824175824
"11",0.83625730994152,0.849397590361446,0.846153846153846
"12",0.840490797546012,0.803370786516854,0.788571428571429
"13",0.841463414634146,0.820359281437126,0.834319526627219
"14",0.807017543859649,0.831395348837209,0.837209302325581
"15",0.790055248618785,0.820809248554913,0.830508474576271
"16",0.8125,0.852760736196319,0.850299401197605
"17",0.810650887573965,0.854545454545454,0.859756097560976
"18",0.803468208092486,0.818181818181818,0.813559322033898
"19",0.823899371069182,0.846153846153846,0.829411764705882
"20",0.83974358974359,0.853658536585366,0.824561403508772
"21",0.8,0.832369942196532,0.847953216374269
"22",0.81547619047619,0.815028901734104,0.83625730994152
"23",0.856209150326797,0.830409356725146,0.811764705882353
"24",0.798913043478261,0.82122905027933,0.835227272727273
"25",0.78021978021978,0.786885245901639,0.786885245901639
"26",0.813664596273292,0.819277108433735,0.821428571428571
"27",0.845238095238095,0.829545454545455,0.834285714285714
"28",0.845238095238095,0.8125,0.819209039548023
"29",0.8,0.833333333333333,0.841176470588235
"30",0.801169590643275,0.815950920245399,0.804597701149425
"31",0.796407185628742,0.820359281437126,0.81547619047619
"32",0.824561403508772,0.827777777777778,0.852272727272727
"33",0.807017543859649,0.8125,0.815642458100559
"34",0.818713450292398,0.832369942196532,0.8
"35",0.811428571428571,0.831395348837209,0.830409356725146
"36",0.801204819277108,0.819767441860465,0.817142857142857
"37",0.860759493670886,0.843373493975904,0.845238095238095
"38",0.789772727272727,0.816091954022989,0.820809248554913
"39",0.828220858895706,0.825842696629214,0.822222222222222
"40",0.847133757961783,0.832335329341317,0.81547619047619
"41",0.829411764705882,0.816666666666667,0.816666666666667
"42",0.839506172839506,0.855421686746988,0.829411764705882
"43",0.826086956521739,0.820359281437126,0.820359281437126
"44",0.808641975308642,0.808988764044944,0.805555555555556
"45",0.823529411764706,0.824561403508772,0.832369942196532
"46",0.811428571428571,0.827380952380952,0.819767441860465
"47",0.826347305389222,0.820359281437126,0.813253012048193
"48",0.833333333333333,0.833333333333333,0.852941176470588
"49",0.828947368421053,0.832335329341317,0.822485207100592
"50",0.815950920245399,0.805714285714286,0.810344827586207
"51",0.846625766871166,0.834319526627219,0.837349397590361
"52",0.841176470588235,0.833333333333333,0.843023255813954
"53",0.794444444444444,0.822857142857143,0.820224719101124
"54",0.808139534883721,0.834285714285714,0.831395348837209
"55",0.833333333333333,0.833333333333333,0.838323353293413
"56",0.836601307189543,0.817073170731707,0.826347305389222
"57",0.884353741496599,0.825581395348837,0.828402366863905
"58",0.8375,0.845238095238095,0.860606060606061
"59",0.808641975308642,0.811428571428571,0.815028901734104
"60",0.85,0.821428571428571,0.825301204819277
"61",0.785310734463277,0.817142857142857,0.813953488372093
"62",0.811111111111111,0.789189189189189,0.819672131147541
"63",0.815642458100559,0.822222222222222,0.823863636363636
"64",0.853333333333333,0.839506172839506,0.839285714285714
"65",0.828220858895706,0.826347305389222,0.825581395348837
"66",0.854545454545454,0.811428571428571,0.827380952380952
"67",0.809815950920245,0.8,0.812865497076023
"68",0.786885245901639,0.833333333333333,0.825842696629214
"69",0.808383233532934,0.813953488372093,0.81547619047619
"70",0.818181818181818,0.822485207100592,0.822485207100592
"71",0.832298136645963,0.804597701149425,0.796511627906977
"72",0.884353741496599,0.857142857142857,0.861635220125786
"73",0.821428571428571,0.824561403508772,0.832335329341317
"74",0.816091954022989,0.8,0.801104972375691
"75",0.802325581395349,0.833333333333333,0.838323353293413
"76",0.815028901734104,0.832369942196532,0.856287425149701
"77",0.8125,0.828402366863905,0.830409356725146
"78",0.835365853658537,0.837209302325581,0.841176470588235
"79",0.770949720670391,0.78804347826087,0.804469273743017
"80",0.823529411764706,0.817647058823529,0.824561403508772
"81",0.810126582278481,0.828402366863905,0.83030303030303
"82",0.804597701149425,0.807909604519774,0.785714285714286
"83",0.838709677419355,0.82183908045977,0.806818181818182
"84",0.813253012048193,0.807909604519774,0.811111111111111
"85",0.848101265822785,0.846625766871166,0.833333333333333
"86",0.801136363636364,0.826815642458101,0.834285714285714
"87",0.817647058823529,0.839080459770115,0.830508474576271
"88",0.797687861271676,0.823529411764706,0.822485207100592
"89",0.855421686746988,0.82122905027933,0.813559322033898
"90",0.841772151898734,0.818713450292398,0.816568047337278
"91",0.81875,0.841176470588235,0.825581395348837
"92",0.78698224852071,0.810650887573965,0.804733727810651
"93",0.819277108433735,0.804597701149425,0.817647058823529
"94",0.812865497076023,0.826815642458101,0.824175824175824
"95",0.837349397590361,0.82183908045977,0.81547619047619
"96",0.839285714285714,0.833333333333333,0.833333333333333
"97",0.818181818181818,0.807909604519774,0.809248554913295
"98",0.808139534883721,0.843373493975904,0.833333333333333
"99",0.837662337662338,0.844827586206897,0.836158192090395
"100",0.844311377245509,0.841176470588235,0.82183908045977
